split,image,label,frame_source,frame_index,visible_keypoints,bbox_xyxy
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images1_frame_00011_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images1_frame_00011_frame_000000.txt,images1_frame_00011.jpg,0,6,"[764.5151999999999,456.61265999999995,1238.0639999999999,915.9679799999999]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images1_frame_00013_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images1_frame_00013_frame_000000.txt,images1_frame_00013.jpg,0,6,"[782.5804800000002,472.0966200000001,1196.7744000000002,901.7735400000001]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images1_frame_00014_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images1_frame_00014_frame_000000.txt,images1_frame_00014.jpg,0,6,"[772.2585600000001,460.48338,1239.35616,923.70942]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images1_frame_00017_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images1_frame_00017_frame_000000.txt,images1_frame_00017.jpg,0,6,"[853.54944,500.48388,1225.1616,941.77404]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images1_frame_00027_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images1_frame_00027_frame_000000.txt,images1_frame_00027.jpg,0,6,"[817.4198400000001,566.29044,1272.9033600000002,931.4514]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images1_frame_00028_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images1_frame_00028_frame_000000.txt,images1_frame_00028.jpg,0,6,"[796.7750400000002,576.6125400000001,1287.0969600000003,932.7414600000001]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images1_frame_00029_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images1_frame_00029_frame_000000.txt,images1_frame_00029.jpg,0,6,"[801.9360000000001,574.03242,1270.32384,946.9359]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images2_frame_00001_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images2_frame_00001_frame_000000.txt,images2_frame_00001.jpg,0,6,"[751.6118399999998,837.2586600000001,1315.4832,971.4519]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images2_frame_00005_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images2_frame_00005_frame_000000.txt,images2_frame_00005.jpg,0,6,"[715.48416,832.09734,1323.2256,962.41986]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images2_frame_00024_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images2_frame_00024_frame_000000.txt,images2_frame_00024.jpg,0,5,"[852.2592000000001,655.32294,1105.1616000000001,894.0321]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images3_frame_00004_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images3_frame_00004_frame_000000.txt,images3_frame_00004.jpg,0,6,"[843.2265600000002,358.54866000000004,1240.6454400000002,634.6776600000001]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images3_frame_00009_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images3_frame_00009_frame_000000.txt,images3_frame_00009.jpg,0,6,"[812.2588800000001,594.6777000000001,1266.45216,788.22558]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images3_frame_00015_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images3_frame_00015_frame_000000.txt,images3_frame_00015.jpg,0,6,"[911.61312,559.83906,1241.93568,888.87078]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images3_frame_00017_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images3_frame_00017_frame_000000.txt,images3_frame_00017.jpg,0,6,"[969.6777600000001,568.8711000000001,1249.67712,908.2254600000001]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images3_frame_00021_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images3_frame_00021_frame_000000.txt,images3_frame_00021.jpg,0,6,"[901.2911999999999,550.80648,1241.9356799999998,850.1608799999999]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images3_frame_00026_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images3_frame_00026_frame_000000.txt,images3_frame_00026.jpg,0,5,"[878.0640000000001,606.2904,1226.4518400000002,936.61272]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images4_frame_00004_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images4_frame_00004_frame_000000.txt,images4_frame_00004.jpg,0,6,"[559.3535999999999,417.90329999999994,1205.8060799999998,856.6133399999999]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images4_frame_00012_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images4_frame_00012_frame_000000.txt,images4_frame_00012.jpg,0,6,"[798.06432,394.6773600000001,1234.1942399999998,918.54864]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images4_frame_00016_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images4_frame_00016_frame_000000.txt,images4_frame_00016.jpg,0,6,"[542.5814400000002,388.22597999999994,1183.87104,834.6774599999999]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images4_frame_00021_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images4_frame_00021_frame_000000.txt,images4_frame_00021.jpg,0,6,"[885.8063999999999,350.8066799999999,1216.12896,872.0967599999999]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images4_frame_00026_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images4_frame_00026_frame_000000.txt,images4_frame_00026.jpg,0,6,"[883.22592,428.22594000000004,1267.7424,877.2586200000001]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images4_frame_00027_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images4_frame_00027_frame_000000.txt,images4_frame_00027.jpg,0,6,"[870.3216,426.9353399999999,1250.96736,890.1613799999999]"
